sim_year,agent_race,agent_age,birth_prob
2009,chinese,23,0.028305737704918038
2009,malay,23,0.047700409836065584
2009,indian,23,0.029878278688524593
2009,other,23,0.047700409836065584
2009,chinese,24,0.03876186393442623
2009,malay,24,0.06532091885245903
2009,indian,24,0.04091530081967213
2009,other,24,0.06532091885245903
2009,chinese,25,0.04952614426229509
2009,malay,25,0.08346072459016395
2009,indian,25,0.05227759672131147
2009,other,25,0.08346072459016395
2009,chinese,26,0.05918754098360657
2009,malay,26,0.09974196721311476
2009,indian,26,0.06247573770491803
2009,other,26,0.09974196721311476
2009,chinese,27,0.06753186885245901
2009,malay,27,0.11380370491803278
2009,indian,27,0.07128363934426228
2009,other,27,0.11380370491803278
2009,chinese,28,0.07389324590163936
2009,malay,28,0.12452380327868853
2009,indian,28,0.0779984262295082
2009,other,28,0.12452380327868853
2009,chinese,29,0.07828742950819674
2009,malay,29,0.13192881639344264
2009,indian,29,0.08263673114754098
2009,other,29,0.13192881639344264
2009,chinese,30,0.08243082295081967
2009,malay,30,0.13891120163934426
2009,indian,30,0.08701031311475407
2009,other,30,0.13891120163934426
2009,chinese,31,0.08541029508196724
2009,malay,31,0.14393216393442626
2009,indian,31,0.09015531147540984
2009,other,31,0.14393216393442626
2009,chinese,32,0.08434711475409837
2009,malay,32,0.14214050819672133
2009,indian,32,0.08903306557377048
2009,other,32,0.14214050819672133
2009,chinese,33,0.07822918032786885
2009,malay,33,0.13183065573770492
2009,indian,33,0.08257524590163932
2009,other,33,0.13183065573770492
2009,chinese,34,0.06838586557377051
2009,malay,34,0.11524284754098363
2009,indian,34,0.07218508032786886
2009,other,34,0.11524284754098363
2009,chinese,35,0.05694835573770494
2009,malay,35,0.0959685254098361
2009,indian,35,0.06011215327868853
2009,other,35,0.0959685254098361
2009,chinese,36,0.04597524590163935
2009,malay,36,0.07747680327868853
2009,indian,36,0.0485294262295082
2009,other,36,0.07747680327868853
2009,chinese,37,0.0359998524590164
2009,malay,37,0.06066641803278689
2009,indian,37,0.03799984426229508
2009,other,37,0.06066641803278689
2009,chinese,38,0.027994131147540978
2009,malay,38,0.0471752950819672
2009,indian,38,0.029549360655737694
2009,other,38,0.0471752950819672
2009,chinese,39,0.02163979180327869
2009,malay,39,0.036467056557377045
2009,indian,39,0.022842002459016388
2009,other,39,0.036467056557377045
2009,chinese,40,0.015320729508196722
2009,malay,40,0.025818266393442625
2009,indian,40,0.016171881147540982
2009,other,40,0.025818266393442625
2009,chinese,41,0.008982590163934429
2009,malay,41,0.015137327868852463
2009,indian,41,0.009481622950819673
2009,other,41,0.015137327868852463
2009,chinese,42,0.0042991967213114775
2009,malay,42,0.007244942622950823
2009,indian,42,0.004538040983606558
2009,other,42,0.007244942622950823
2009,chinese,43,0.0016881639344262312
2009,malay,43,0.002844868852459019
2009,indian,43,0.0017819508196721327
2009,other,43,0.002844868852459019
2009,chinese,44,0.0006929262295081978
2009,malay,44,0.0011677090163934444
2009,indian,44,0.000731422131147542
2009,other,44,0.0011677090163934444
2009,chinese,45,0.0005596967213114757
2009,malay,45,0.0009431926229508201
2009,indian,45,0.0005907909836065575
2009,other,45,0.0009431926229508201
2009,chinese,46,0.0006395901639344261
2009,malay,46,0.001077827868852459
2009,indian,46,0.0006751229508196719
2009,other,46,0.001077827868852459
2009,chinese,47,0.0005284918032786884
2009,malay,47,0.0008906065573770491
2009,indian,47,0.0005578524590163933
2009,other,47,0.0008906065573770491
2009,chinese,48,0.0001020245901639344
2009,malay,48,0.0001719303278688524
2009,indian,48,0.00010769262295081962
2009,other,48,0.0001719303278688524
2009,chinese,49,0.0
2009,malay,49,0.0
2009,indian,49,0.0
2009,other,49,0.0
2010,chinese,15,0.0
2010,malay,15,0.0
2010,indian,15,0.0
2010,other,15,0.0
2010,chinese,16,0.0020154313043478254
2010,malay,16,0.0032602565217391285
2010,indian,16,0.0022327817391304336
2010,other,16,0.0032602565217391285
2010,chinese,17,0.00458840347826087
2010,malay,17,0.007422417391304346
2010,indian,17,0.005083231304347825
2010,other,17,0.007422417391304346
2010,chinese,18,0.006742820869565217
2010,malay,18,0.010907504347826084
2010,indian,18,0.007469987826086955
2010,other,18,0.010907504347826084
2010,chinese,19,0.00850972695652174
2010,malay,19,0.013765734782608695
2010,indian,19,0.009427442608695652
2010,other,19,0.013765734782608695
2010,chinese,20,0.010387059130434785
2010,malay,20,0.016802595652173916
2010,indian,20,0.011507232173913045
2010,other,20,0.016802595652173916
2010,chinese,21,0.013281286956521742
2010,malay,21,0.021484434782608697
