"year_of_death","gender","race","age","mortality_rate"
1998,"male","chinese",25,6e-04
1998,"male","chinese",26,6e-04
1998,"male","chinese",27,6e-04
1998,"male","chinese",28,6e-04
1998,"male","chinese",29,6e-04
1998,"male","chinese",30,8e-04
1998,"male","chinese",31,8e-04
1998,"male","chinese",32,8e-04
1998,"male","chinese",33,8e-04
1998,"male","chinese",34,8e-04
1998,"male","chinese",35,0.0011
1998,"male","chinese",36,0.0011
1998,"male","chinese",37,0.0011
1998,"male","chinese",38,0.0011
1998,"male","chinese",39,0.0011
1998,"male","chinese",40,0.0017
1998,"male","chinese",41,0.0017
1998,"male","chinese",42,0.0017
1998,"male","chinese",43,0.0017
1998,"male","chinese",44,0.0017
1998,"male","chinese",45,0.0028
1998,"male","chinese",46,0.0028
1998,"male","chinese",47,0.0028
1998,"male","chinese",48,0.0028
1998,"male","chinese",49,0.0028
1998,"male","chinese",50,0.0049
1998,"male","chinese",51,0.0049
1998,"male","chinese",52,0.0049
1998,"male","chinese",53,0.0049
1998,"male","chinese",54,0.0049
1998,"male","chinese",55,0.0091
1998,"male","chinese",56,0.0091
1998,"male","chinese",57,0.0091
1998,"male","chinese",58,0.0091
1998,"male","chinese",59,0.0091
1998,"male","chinese",60,0.0162
1998,"male","chinese",61,0.0162
1998,"male","chinese",62,0.0162
1998,"male","chinese",63,0.0162
1998,"male","chinese",64,0.0162
1998,"male","chinese",65,0.0273999999999999
1998,"male","chinese",66,0.0273999999999999
1998,"male","chinese",67,0.0273999999999999
1998,"male","chinese",68,0.0273999999999999
1998,"male","chinese",69,0.0273999999999999
1998,"male","chinese",70,0.0418
1998,"male","chinese",71,0.0418
1998,"male","chinese",72,0.0418
1998,"male","chinese",73,0.0418
1998,"male","chinese",74,0.0418
1998,"male","chinese",75,0.0649
1998,"male","chinese",76,0.0649
1998,"male","chinese",77,0.0649
1998,"male","chinese",78,0.0649
1998,"male","chinese",79,0.0649
1998,"male","chinese",80,0.1034
1998,"male","chinese",81,0.1034
1998,"male","chinese",82,0.1034
1998,"male","chinese",83,0.1034
1998,"male","chinese",84,0.1034
1998,"male","chinese",85,0.1352
1998,"male","chinese",86,0.1352
1998,"male","chinese",87,0.1352
1998,"male","chinese",88,0.1352
1998,"male","chinese",89,0.1352
1998,"male","chinese",90,0.1352
1998,"male","indian",0,0.0040999999999999
1998,"male","indian",1,3e-04
1998,"male","indian",2,3e-04
1998,"male","indian",3,3e-04
1998,"male","indian",4,3e-04
1998,"male","indian",5,1e-04
1998,"male","indian",6,1e-04
1998,"male","indian",7,1e-04
1998,"male","indian",8,1e-04
1998,"male","indian",9,1e-04
1998,"male","indian",10,2e-04
1998,"male","indian",11,2e-04
1998,"male","indian",12,2e-04
1998,"male","indian",13,2e-04
1998,"male","indian",14,2e-04
1998,"male","indian",15,4e-04
1998,"male","indian",16,4e-04
1998,"male","indian",17,4e-04
1998,"male","indian",18,4e-04
1998,"male","indian",19,4e-04
1998,"male","indian",20,6e-04
1998,"male","indian",21,6e-04
1998,"male","indian",22,6e-04
1998,"male","indian",23,6e-04
1998,"male","indian",24,6e-04
1998,"male","indian",25,6e-04
1998,"male","indian",26,6e-04
1998,"male","indian",27,6e-04
1998,"male","indian",28,6e-04
1998,"male","indian",29,6e-04
1998,"male","indian",30,8e-04
1998,"male","indian",31,8e-04
1998,"male","indian",32,8e-04
1998,"male","indian",33,8e-04
1998,"male","indian",34,8e-04
1998,"male","indian",35,0.0011
1998,"male","indian",36,0.0011
1998,"male","indian",37,0.0011
1998,"male","indian",38,0.0011
1998,"male","indian",39,0.0011
1998,"male","indian",40,0.0017
1998,"male","indian",41,0.00188349341324667
1998,"male","indian",42,0.0018882080376047
1998,"male","indian",43,0.00189293446326911
1998,"male","indian",44,0.00189767271978008
1998,"male","indian",45,0.00313340231935579
1998,"male","indian",46,0.00314124562520143
1998,"male","indian",47,0.00314910856384245
1998,"male","indian",48,0.00315699118442225
1998,"male","indian",49,0.00316489353620723
1998,"male","indian",50,0.00555242742002745
1998,"male","indian",51,0.00556632585438169
1998,"male","indian",52,0.00558025907829065
1998,"male","indian",53,0.00559422717883701
1998,"male","indian",54,0.00560823024332144
1998,"male","indian",55,0.0104413555243459
1998,"male","indian",56,0.0104674915696008
1998,"male","indian",57,0.0104936930367121
1998,"male","indian",58,0.010519960089439
1998,"male","indian",59,0.0105462928919507
1998,"male","indian",60,0.0188217147321982
1998,"male","indian",61,0.0188688278859328
1998,"male","indian",62,0.018916058969903
1998,"male","indian",63,0.0189634082793034
1998,"male","indian",64,0.0190108761100673
1998,"male","indian",65,0.032234683925494
1998,"male","indian",66,0.032315371452692
1998,"male","indian",67,0.0323962609510667
1998,"male","indian",68,0.0324773529261779
1998,"male","indian",69,0.0325586478848506
1998,"male","indian",70,0.0497940918543966
1998,"male","indian",71,0.0499187328203228
1998,"male","indian",72,0.0500436857784917
1998,"male","indian",73,0.0501689515098595
1998,"male","indian",74,0.0502945307973377
1998,"male","indian",75,0.0782843431874216
1998,"male","indian",76,0.0784802988879556
1998,"male","indian",77,0.0786767450906131
1998,"male","indian",78,0.0788736830231835
1998,"male","indian",79,0.0790711139165296
1998,"male","indian",80,0.126293045193762
1998,"male","indian",81,0.126609172801606
1998,"male","indian",82,0.126926091717193
1998,"male","indian",83,0.127243803921266
1998,"male","indian",84,0.127562311399527
1998,"male","indian",85,0.167210778554026
1998,"male","indian",86,0.167210778554026
1998,"male","indian",87,0.167210778554026
1998,"male","indian",88,0.167210778554026
1998,"male","indian",89,0.167210778554026
1998,"male","indian",90,0.167210778554026
1998,"male","malay",0,0.0040999999999999
1998,"male","malay",1,3e-04
1998,"male","malay",2,3e-04
1998,"male","malay",3,3e-04
1998,"male","malay",4,3e-04
1998,"male","malay",5,1e-04
1998,"male","malay",6,1e-04
1998,"male","malay",7,1e-04
1998,"male","malay",8,1e-04
1998,"male","malay",9,1e-04
1998,"male","malay",10,2e-04
1998,"male","malay",11,2e-04
1998,"male","malay",12,2e-04
1998,"male","malay",13,2e-04
1998,"male","malay",14,2e-04
1998,"male","malay",15,4e-04
1998,"male","malay",16,4e-04
1998,"male","malay",17,4e-04
1998,"male","malay",18,4e-04
1998,"male","malay",19,4e-04
1998,"male","malay",20,6e-04
1998,"male","malay",21,6e-04
1998,"male","malay",22,6e-04
1998,"male","malay",23,6e-04
1998,"male","malay",24,6e-04
1998,"male","malay",25,6e-04
1998,"male","malay",26,6e-04
1998,"male","malay",27,6e-04
1998,"male","malay",28,6e-04
1998,"male","malay",29,6e-04
1998,"male","malay",30,8e-04
1998,"male","malay",31,8e-04
1998,"male","malay",32,8e-04
1998,"male","malay",33,8e-04
1998,"male","malay",34,8e-04
1998,"male","malay",35,0.0011
1998,"male","malay",36,0.0011
1998,"male","malay",37,0.0011
1998,"male","malay",38,0.0011
1998,"male","malay",39,0.0011
1998,"male","malay",40,0.0017
1998,"male","malay",41,0.00210829223202167
1998,"male","malay",42,0.00211938987205499
1998,"male","malay",43,0.00213054592790583
1998,"male","malay",44,0.00214176070706369
1998,"male","malay",45,0.00354617450128387
1998,"male","malay",46,0.00356484087376907
1998,"male","malay",47,0.00358360550240655
1998,"male","malay",48,0.00360246890439755
1998,"male","malay",49,0.0036214315996658
1998,"male","malay",50,0.00637086469402561
1998,"male","malay",51,0.00640439968599752
1998,"male","malay",52,0.00643811119964122
1998,"male","malay",53,0.00647200016413245
1998,"male","malay",54,0.00650606751353792
1998,"male","malay",55,0.0121462977755621
1998,"male","malay",56,0.0122102335233694
1998,"male","malay",57,0.0122745058165113
1998,"male","malay",58,0.0123391164264967
1998,"male","malay",59,0.0124040671341599
1998,"male","malay",60,0.0221982008375033
1998,"male","malay",61,0.0223150478469171
1998,"male","malay",62,0.0224325099162498
1998,"male","malay",63,0.0225505902830573
1998,"male","malay",64,0.0226692922019371
1998,"male","malay",65,0.0385437135236135
1998,"male","malay",66,0.0387466001309518
1998,"male","malay",67,0.0389505546939091
1998,"male","malay",68,0.0391555828339961
1998,"male","malay",69,0.0393616902023138
1998,"male","malay",70,0.0603642075785352
1998,"male","malay",71,0.0606819530202859
1998,"male","malay",72,0.0610013710122083
1998,"male","malay",73,0.0613224703582811
1998,"male","malay",74,0.0616452599088253
1998,"male","malay",75,0.0962161885548463
1998,"male","malay",76,0.0967226518476204
1998,"male","malay",77,0.0972317810646094
1998,"male","malay",78,0.0977435902387195
1998,"male","malay",79,0.0982580934767234
1998,"male","malay",80,0.157370824850967
1998,"male","malay",81,0.158199194248443
1998,"male","malay",82,0.159031924021225
1998,"male","malay",83,0.159869037121481
1998,"male","malay",84,0.160710556622194
1998,"male","malay",85,0.211242162215148
1998,"male","malay",86,0.211242162215148
1998,"male","malay",87,0.211242162215148
1998,"male","malay",88,0.211242162215148
1998,"male","malay",89,0.211242162215148
1998,"male","malay",90,0.211242162215148
1998,"male","other",0,0.0040999999999999
1998,"male","other",1,3e-04
1998,"male","other",2,3e-04
1998,"male","other",3,3e-04
1998,"male","other",4,3e-04
1998,"male","other",5,1e-04
1998,"male","other",6,1e-04
1998,"male","other",7,1e-04
1998,"male","other",8,1e-04
1998,"male","other",9,1e-04
1998,"male","other",10,2e-04
1998,"male","other",11,2e-04
1998,"male","other",12,2e-04
1998,"male","other",13,2e-04
1998,"male","other",14,2e-04
1998,"male","other",15,4e-04
1998,"male","other",16,4e-04
1998,"male","other",17,4e-04
1998,"male","other",18,4e-04
1998,"male","other",19,4e-04
1998,"male","other",20,6e-04
1998,"male","other",21,6e-04
1998,"male","other",22,6e-04
1998,"male","other",23,6e-04
1998,"male","other",24,6e-04
1998,"male","other",25,6e-04
1998,"male","other",26,6e-04
1998,"male","other",27,6e-04
1998,"male","other",28,6e-04
1998,"male","other",29,6e-04
1998,"male","other",30,8e-04
1998,"male","other",31,8e-04
1998,"male","other",32,8e-04
1998,"male","other",33,8e-04
1998,"male","other",34,8e-04
1998,"male","other",35,0.0011
1998,"male","other",36,0.0011
1998,"male","other",37,0.0011
1998,"male","other",38,0.0011
1998,"male","other",39,0.0011
1998,"male","other",40,0.0017
1998,"male","other",41,0.00210829223202167
1998,"male","other",42,0.00211938987205499
1998,"male","other",43,0.00213054592790583
1998,"male","other",44,0.00214176070706369
1998,"male","other",45,0.00354617450128387
1998,"male","other",46,0.00356484087376907
1998,"male","other",47,0.00358360550240655
1998,"male","other",48,0.00360246890439755
1998,"male","other",49,0.0036214315996658
1998,"male","other",50,0.00637086469402561
1998,"male","other",51,0.00640439968599752
1998,"male","other",52,0.00643811119964122
1998,"male","other",53,0.00647200016413245
1998,"male","other",54,0.00650606751353792
1998,"male","other",55,0.0121462977755621
1998,"male","other",56,0.0122102335233694
1998,"male","other",57,0.0122745058165113
1998,"male","other",58,0.0123391164264967
1998,"male","other",59,0.0124040671341599
1998,"male","other",60,0.0221982008375033
1998,"male","other",61,0.0223150478469171
1998,"male","other",62,0.0224325099162498
1998,"male","other",63,0.0225505902830573
1998,"male","other",64,0.0226692922019371
1998,"male","other",65,0.0385437135236135
1998,"male","other",66,0.0387466001309518
1998,"male","other",67,0.0389505546939091
1998,"male","other",68,0.0391555828339961
1998,"male","other",69,0.0393616902023138
1998,"male","other",70,0.0603642075785352
1998,"male","other",71,0.0606819530202859
1998,"male","other",72,0.0610013710122083
1998,"male","other",73,0.0613224703582811
1998,"male","other",74,0.0616452599088253
1998,"male","other",75,0.0962161885548463
1998,"male","other",76,0.0967226518476204
1998,"male","other",77,0.0972317810646094
1998,"male","other",78,0.0977435902387195
1998,"male","other",79,0.0982580934767234
1998,"male","other",80,0.157370824850967
1998,"male","other",81,0.158199194248443
1998,"male","other",82,0.159031924021225
1998,"male","other",83,0.159869037121481
1998,"male","other",84,0.160710556622194
1998,"male","other",85,0.211242162215148
1998,"male","other",86,0.211242162215148
1998,"male","other",87,0.211242162215148
1998,"male","other",88,0.211242162215148
1998,"male","other",89,0.211242162215148
1998,"male","other",90,0.211242162215148
1999,"female","chinese",0,0.0034
1999,"female","chinese",1,2e-04
1999,"female","chinese",2,2e-04
1999,"female","chinese",3,2e-04
1999,"female","chinese",4,2e-04
1999,"female","chinese",5,1e-04
1999,"female","chinese",6,1e-04
1999,"female","chinese",7,1e-04
1999,"female","chinese",8,1e-04
1999,"female","chinese",9,1e-04
1999,"female","chinese",10,2e-04
1999,"female","chinese",11,2e-04
1999,"female","chinese",12,2e-04
1999,"female","chinese",13,2e-04
1999,"female","chinese",14,2e-04
1999,"female","chinese",15,3e-04
1999,"female","chinese",16,3e-04
1999,"female","chinese",17,3e-04
1999,"female","chinese",18,3e-04
1999,"female","chinese",19,3e-04
1999,"female","chinese",20,3e-04
1999,"female","chinese",21,3e-04
1999,"female","chinese",22,3e-04
1999,"female","chinese",23,3e-04
1999,"female","chinese",24,3e-04
1999,"female","chinese",25,3e-04
1999,"female","chinese",26,3e-04
1999,"female","chinese",27,3e-04
1999,"female","chinese",28,3e-04
1999,"female","chinese",29,3e-04
1999,"female","chinese",30,4e-04
1999,"female","chinese",31,4e-04
1999,"female","chinese",32,4e-04
1999,"female","chinese",33,4e-04
1999,"female","chinese",34,4e-04
1999,"female","chinese",35,6e-04
1999,"female","chinese",36,6e-04
1999,"female","chinese",37,6e-04
1999,"female","chinese",38,6e-04
1999,"female","chinese",39,6e-04
1999,"female","chinese",40,0.001
1999,"female","chinese",41,0.001
1999,"female","chinese",42,0.001
1999,"female","chinese",43,0.001
1999,"female","chinese",44,0.001
1999,"female","chinese",45,0.0019
1999,"female","chinese",46,0.0019
1999,"female","chinese",47,0.0019
1999,"female","chinese",48,0.0019
1999,"female","chinese",49,0.0019
1999,"female","chinese",50,0.0026
1999,"female","chinese",51,0.0026
1999,"female","chinese",52,0.0026
1999,"female","chinese",53,0.0026
1999,"female","chinese",54,0.0026
1999,"female","chinese",55,0.0048
1999,"female","chinese",56,0.0048
1999,"female","chinese",57,0.0048
1999,"female","chinese",58,0.0048
1999,"female","chinese",59,0.0048
1999,"female","chinese",60,0.0081999999999999
1999,"female","chinese",61,0.0081999999999999
1999,"female","chinese",62,0.0081999999999999
1999,"female","chinese",63,0.0081999999999999
1999,"female","chinese",64,0.0081999999999999
1999,"female","chinese",65,0.015
1999,"female","chinese",66,0.015
1999,"female","chinese",67,0.015
1999,"female","chinese",68,0.015
1999,"female","chinese",69,0.015
1999,"female","chinese",70,0.0232
1999,"female","chinese",71,0.0232
1999,"female","chinese",72,0.0232
1999,"female","chinese",73,0.0232
1999,"female","chinese",74,0.0232
1999,"female","chinese",75,0.0441
1999,"female","chinese",76,0.0441
1999,"female","chinese",77,0.0441
1999,"female","chinese",78,0.0441
1999,"female","chinese",79,0.0441
1999,"female","chinese",80,0.0687
1999,"female","chinese",81,0.0687
1999,"female","chinese",82,0.0687
1999,"female","chinese",83,0.0687
1999,"female","chinese",84,0.0687
1999,"female","chinese",85,0.1338
1999,"female","chinese",86,0.1338
1999,"female","chinese",87,0.1338
1999,"female","chinese",88,0.1338
1999,"female","chinese",89,0.1338
1999,"female","chinese",90,0.1338
1999,"female","indian",0,0.0034
1999,"female","indian",1,2e-04
1999,"female","indian",2,2e-04
1999,"female","indian",3,2e-04
1999,"female","indian",4,2e-04
1999,"female","indian",5,1e-04
1999,"female","indian",6,1e-04
1999,"female","indian",7,1e-04
1999,"female","indian",8,1e-04
1999,"female","indian",9,1e-04
1999,"female","indian",10,2e-04
1999,"female","indian",11,2e-04
1999,"female","indian",12,2e-04
1999,"female","indian",13,2e-04
1999,"female","indian",14,2e-04
1999,"female","indian",15,3e-04
1999,"female","indian",16,3e-04
1999,"female","indian",17,3e-04
1999,"female","indian",18,3e-04
1999,"female","indian",19,3e-04
1999,"female","indian",20,3e-04
1999,"female","indian",21,3e-04
1999,"female","indian",22,3e-04
1999,"female","indian",23,3e-04
1999,"female","indian",24,3e-04
1999,"female","indian",25,3e-04
1999,"female","indian",26,3e-04
1999,"female","indian",27,3e-04
1999,"female","indian",28,3e-04
1999,"female","indian",29,3e-04
1999,"female","indian",30,4e-04
1999,"female","indian",31,4e-04
1999,"female","indian",32,4e-04
1999,"female","indian",33,4e-04
1999,"female","indian",34,4e-04
1999,"female","indian",35,6e-04
1999,"female","indian",36,6e-04
1999,"female","indian",37,6e-04
1999,"female","indian",38,6e-04
1999,"female","indian",39,6e-04
1999,"female","indian",40,0.001
1999,"female","indian",41,0.0011079373019098
1999,"female","indian",42,0.00111071061035571
1999,"female","indian",43,0.00111349086074654
1999,"female","indian",44,0.00111627807045887
1999,"female","indian",45,0.00212623728813428
1999,"female","indian",46,0.00213155953138668
1999,"female","indian",47,0.00213689509689309
1999,"female","indian",48,0.00214224401800081
1999,"female","indian",49,0.00214760632814062
1999,"female","indian",50,0.00294618597797375
1999,"female","indian",51,0.00295356065742702
1999,"female","indian",52,0.00296095379664402
1999,"female","indian",53,0.00296836544183188
1999,"female","indian",54,0.00297579563931342
1999,"female","indian",55,0.00550752818866595
1999,"female","indian",56,0.00552131423451469
1999,"female","indian",57,0.00553513478859537
1999,"female","indian",58,0.0055489899372865
1999,"female","indian",59,0.0055628797671828
1999,"female","indian",60,0.0095270407903718
1999,"female","indian",61,0.00955088818917572
1999,"female","indian",62,0.00957479528106191
1999,"female","indian",63,0.00959876221544977
1999,"female","indian",64,0.00962278914213273
1999,"female","indian",65,0.0176467247767304
1999,"female","indian",66,0.0176908967806709
1999,"female","indian",67,0.0177351793527738
1999,"female","indian",68,0.0177795727698055
1999,"female","indian",69,0.0178240773092248
1999,"female","indian",70,0.0276369122254067
1999,"female","indian",71,0.0277060909433371
1999,"female","indian",72,0.027775442824426
1999,"female","indian",73,0.027844968302123
1999,"female","indian",74,0.0279146678109625
1999,"female","indian",75,0.0531947539994653
1999,"female","indian",76,0.0533279072566848
1999,"female","indian",77,0.0534613938134983
1999,"female","indian",78,0.0535952145041971
1999,"female","indian",79,0.0537293701651611
1999,"female","indian",80,0.0839103694856037
1999,"female","indian",81,0.0841204078478755
1999,"female","indian",82,0.0843309719629703
1999,"female","indian",83,0.0845420631469143
1999,"female","indian",84,0.0847536827190283
1999,"female","indian",85,0.165479305995035
1999,"female","indian",86,0.165479305995035
1999,"female","indian",87,0.165479305995035
1999,"female","indian",88,0.165479305995035
1999,"female","indian",89,0.165479305995035
1999,"female","indian",90,0.165479305995035
1999,"female","malay",0,0.0034
1999,"female","malay",1,2e-04
1999,"female","malay",2,2e-04
1999,"female","malay",3,2e-04
1999,"female","malay",4,2e-04
1999,"female","malay",5,1e-04
1999,"female","malay",6,1e-04
1999,"female","malay",7,1e-04
1999,"female","malay",8,1e-04
1999,"female","malay",9,1e-04
1999,"female","malay",10,2e-04
1999,"female","malay",11,2e-04
1999,"female","malay",12,2e-04
1999,"female","malay",13,2e-04
1999,"female","malay",14,2e-04
1999,"female","malay",15,3e-04
1999,"female","malay",16,3e-04
1999,"female","malay",17,3e-04
1999,"female","malay",18,3e-04
1999,"female","malay",19,3e-04
1999,"female","malay",20,3e-04
1999,"female","malay",21,3e-04
1999,"female","malay",22,3e-04
1999,"female","malay",23,3e-04
1999,"female","malay",24,3e-04
1999,"female","malay",25,3e-04
1999,"female","malay",26,3e-04
1999,"female","malay",27,3e-04
1999,"female","malay",28,3e-04
1999,"female","malay",29,3e-04
1999,"female","malay",30,4e-04
1999,"female","malay",31,4e-04
1999,"female","malay",32,4e-04
1999,"female","malay",33,4e-04
1999,"female","malay",34,4e-04
1999,"female","malay",35,6e-04
1999,"female","malay",36,6e-04
1999,"female","malay",37,6e-04
1999,"female","malay",38,6e-04
1999,"female","malay",39,6e-04
1999,"female","malay",40,0.001
1999,"female","malay",41,0.00124017190118922
1999,"female","malay",42,0.00124669992473823
1999,"female","malay",43,0.00125326231053284
1999,"female","malay",44,0.00125985923944923
1999,"female","malay",45,0.00240633269729977
1999,"female","malay",46,0.0024189991643433
1999,"female","malay",47,0.00243173230520444
1999,"female","malay",48,0.0024445324708412
1999,"female","malay",49,0.00245740001405894
1999,"female","malay",50,0.00338045881723808
1999,"female","malay",51,0.00339825289461093
1999,"female","malay",52,0.00341614063654432
1999,"female","malay",53,0.00343412253607028
1999,"female","malay",54,0.00345219908881604
1999,"female","malay",55,0.00640683838710968
1999,"female","malay",56,0.00644056273760146
1999,"female","malay",57,0.00647446460651144
1999,"female","malay",58,0.00650854492826202
1999,"female","malay",59,0.00654280464219422
1999,"female","malay",60,0.0112361263498472
1999,"female","malay",61,0.01129527113239
1999,"female","malay",62,0.0113547272415584
1999,"female","malay",63,0.0114144963161153
1999,"female","malay",64,0.0114745800034495
1999,"female","malay",65,0.0211005730968688
1999,"female","malay",66,0.0212116424074554
1999,"female","malay",67,0.0213232963652788
1999,"female","malay",68,0.0214355380478082
1999,"female","malay",69,0.021548370548712
1999,"female","malay",70,0.0335035793258856
1999,"female","malay",71,0.0336799356476228
1999,"female","malay",72,0.0338572202747185
1999,"female","malay",73,0.0340354380935914
1999,"female","malay",74,0.0342145940163815
1999,"female","malay",75,0.0653795672614595
1999,"female","malay",76,0.0657237125805865
1999,"female","malay",77,0.0660696694137022
1999,"female","malay",78,0.0664174472962639
1999,"female","malay",79,0.0667670558139215
1999,"female","malay",80,0.104558758871
1999,"female","malay",81,0.105109135830445
1999,"female","malay",82,0.1056624098671
1999,"female","malay",83,0.106218596230617
1999,"female","malay",84,0.106777710250916
1999,"female","malay",85,0.209054743375643
1999,"female","malay",86,0.209054743375643
1999,"female","malay",87,0.209054743375643
1999,"female","malay",88,0.209054743375643
1999,"female","malay",89,0.209054743375643
1999,"female","malay",90,0.209054743375643
1999,"female","other",0,0.0034
1999,"female","other",1,2e-04
1999,"female","other",2,2e-04
1999,"female","other",3,2e-04
1999,"female","other",4,2e-04
1999,"female","other",5,1e-04
1999,"female","other",6,1e-04
1999,"female","other",7,1e-04
1999,"female","other",8,1e-04
1999,"female","other",9,1e-04
1999,"female","other",10,2e-04
1999,"female","other",11,2e-04
1999,"female","other",12,2e-04
1999,"female","other",13,2e-04
1999,"female","other",14,2e-04
1999,"female","other",15,3e-04
1999,"female","other",16,3e-04
1999,"female","other",17,3e-04
1999,"female","other",18,3e-04
1999,"female","other",19,3e-04
1999,"female","other",20,3e-04
1999,"female","other",21,3e-04
1999,"female","other",22,3e-04
1999,"female","other",23,3e-04
1999,"female","other",24,3e-04
1999,"female","other",25,3e-04
1999,"female","other",26,3e-04
1999,"female","other",27,3e-04
1999,"female","other",28,3e-04
1999,"female","other",29,3e-04
1999,"female","other",30,4e-04
1999,"female","other",31,4e-04
1999,"female","other",32,4e-04
1999,"female","other",33,4e-04
1999,"female","other",34,4e-04
1999,"female","other",35,6e-04
1999,"female","other",36,6e-04
1999,"female","other",37,6e-04
1999,"female","other",38,6e-04
1999,"female","other",39,6e-04
1999,"female","other",40,0.001
1999,"female","other",41,0.00124017190118922
1999,"female","other",42,0.00124669992473823
1999,"female","other",43,0.00125326231053284
1999,"female","other",44,0.00125985923944923
1999,"female","other",45,0.00240633269729977
1999,"female","other",46,0.0024189991643433
1999,"female","other",47,0.00243173230520444
1999,"female","other",48,0.0024445324708412
1999,"female","other",49,0.00245740001405894
1999,"female","other",50,0.00338045881723808
1999,"female","other",51,0.00339825289461093
1999,"female","other",52,0.00341614063654432
1999,"female","other",53,0.00343412253607028
1999,"female","other",54,0.00345219908881604
1999,"female","other",55,0.00640683838710968
1999,"female","other",56,0.00644056273760146
1999,"female","other",57,0.00647446460651144
1999,"female","other",58,0.00650854492826202
1999,"female","other",59,0.00654280464219422
1999,"female","other",60,0.0112361263498472
1999,"female","other",61,0.01129527113239
1999,"female","other",62,0.0113547272415584
1999,"female","other",63,0.0114144963161153
1999,"female","other",64,0.0114745800034495
1999,"female","other",65,0.0211005730968688
1999,"female","other",66,0.0212116424074554
1999,"female","other",67,0.0213232963652788
1999,"female","other",68,0.0214355380478082
1999,"female","other",69,0.021548370548712
1999,"female","other",70,0.0335035793258856
1999,"female","other",71,0.0336799356476228
1999,"female","other",72,0.0338572202747185
1999,"female","other",73,0.0340354380935914
1999,"female","other",74,0.0342145940163815
1999,"female","other",75,0.0653795672614595
1999,"female","other",76,0.0657237125805865
1999,"female","other",77,0.0660696694137022
1999,"female","other",78,0.0664174472962639
1999,"female","other",79,0.0667670558139215
1999,"female","other",80,0.104558758871
1999,"female","other",81,0.105109135830445
1999,"female","other",82,0.1056624098671
1999,"female","other",83,0.106218596230617
1999,"female","other",84,0.106777710250916
1999,"female","other",85,0.209054743375643
1999,"female","other",86,0.209054743375643
1999,"female","other",87,0.209054743375643
1999,"female","other",88,0.209054743375643
1999,"female","other",89,0.209054743375643
1999,"female","other",90,0.209054743375643
1999,"male","chinese",0,0.0032
1999,"male","chinese",1,2e-04
1999,"male","chinese",2,2e-04
1999,"male","chinese",3,2e-04
1999,"male","chinese",4,2e-04
1999,"male","chinese",5,1e-04
1999,"male","chinese",6,1e-04
1999,"male","chinese",7,1e-04
1999,"male","chinese",8,1e-04
1999,"male","chinese",9,1e-04
1999,"male","chinese",10,2e-04
1999,"male","chinese",11,2e-04
1999,"male","chinese",12,2e-04
1999,"male","chinese",13,2e-04
1999,"male","chinese",14,2e-04
1999,"male","chinese",15,4e-04
1999,"male","chinese",16,4e-04
1999,"male","chinese",17,4e-04
1999,"male","chinese",18,4e-04
1999,"male","chinese",19,4e-04
1999,"male","chinese",20,7e-04
1999,"male","chinese",21,7e-04
1999,"male","chinese",22,7e-04
1999,"male","chinese",23,7e-04
1999,"male","chinese",24,7e-04
1999,"male","chinese",25,6e-04
1999,"male","chinese",26,6e-04
1999,"male","chinese",27,6e-04
1999,"male","chinese",28,6e-04
1999,"male","chinese",29,6e-04
1999,"male","chinese",30,7e-04
1999,"male","chinese",31,7e-04
1999,"male","chinese",32,7e-04
1999,"male","chinese",33,7e-04
1999,"male","chinese",34,7e-04
1999,"male","chinese",35,0.001
1999,"male","chinese",36,0.001
1999,"male","chinese",37,0.001
1999,"male","chinese",38,0.001
1999,"male","chinese",39,0.001
1999,"male","chinese",40,0.0017
1999,"male","chinese",41,0.0017
1999,"male","chinese",42,0.0017
1999,"male","chinese",43,0.0017
1999,"male","chinese",44,0.0017
1999,"male","chinese",45,0.0025
1999,"male","chinese",46,0.0025
1999,"male","chinese",47,0.0025
1999,"male","chinese",48,0.0025
1999,"male","chinese",49,0.0025
1999,"male","chinese",50,0.0047
1999,"male","chinese",51,0.0047
1999,"male","chinese",52,0.0047
1999,"male","chinese",53,0.0047
1999,"male","chinese",54,0.0047
1999,"male","chinese",55,0.0083
1999,"male","chinese",56,0.0083
1999,"male","chinese",57,0.0083
1999,"male","chinese",58,0.0083
1999,"male","chinese",59,0.0083
1999,"male","chinese",60,0.016
1999,"male","chinese",61,0.016
1999,"male","chinese",62,0.016
1999,"male","chinese",63,0.016
1999,"male","chinese",64,0.016
1999,"male","chinese",65,0.0251
1999,"male","chinese",66,0.0251
1999,"male","chinese",67,0.0251
1999,"male","chinese",68,0.0251
1999,"male","chinese",69,0.0251
1999,"male","chinese",70,0.0378
1999,"male","chinese",71,0.0378
1999,"male","chinese",72,0.0378
1999,"male","chinese",73,0.0378
1999,"male","chinese",74,0.0378
1999,"male","chinese",75,0.0642
1999,"male","chinese",76,0.0642
1999,"male","chinese",77,0.0642
1999,"male","chinese",78,0.0642
1999,"male","chinese",79,0.0642
1999,"male","chinese",80,0.0962
1999,"male","chinese",81,0.0962
1999,"male","chinese",82,0.0962
1999,"male","chinese",83,0.0962
1999,"male","chinese",84,0.0962
1999,"male","chinese",85,0.1505
1999,"male","chinese",86,0.1505
1999,"male","chinese",87,0.1505
1999,"male","chinese",88,0.1505
1999,"male","chinese",89,0.1505
1999,"male","chinese",90,0.1505
1999,"male","indian",0,0.0032
1999,"male","indian",1,2e-04
1999,"male","indian",2,2e-04
