"ID","screen","male_ever_smoker_min_age","male_ever_smoker_max_age","male_ever_smoker_uptake","male_ever_smoker_pack_yrs","male_ever_smoker_quitting_period","male_ever_smoker_frequency","male_ever_smoker_family_history","male_never_smoker_min_age","male_never_smoker_max_age","male_never_smoker_uptake","male_never_smoker_frequency","male_never_smoker_family_history","female_ever_smoker_min_age","female_ever_smoker_max_age","female_ever_smoker_uptake","female_ever_smoker_pack_yrs","female_ever_smoker_quitting_period","female_ever_smoker_frequency","female_ever_smoker_family_history","female_never_smoker_min_age","female_never_smoker_max_age","female_never_smoker_uptake","female_never_smoker_frequency","female_never_smoker_family_history","Seed","Strategy","Smoking_ban_policy","Cost","QALY","Treatment_cost","Screen_cost","Life.Years","Total.Screens.Required","Total.number.of.screened.people","False.Positives","Total.cases.diagnosed","Total.Male.cases.diagnosed","Total.Female.cases.diagnosed","Total.screened.detected","Total.Male.screened.detected","Total.Female.screened.detected","Total.cases.diagnosed..80","Total.Male.cases.diagnosed..80","Total.Female.cases.diagnosed..80","Total.screened.detected..80","Total.Male.screened.detected..80","Total.Female.screened.detected..80","Late.cases.diagnosed","Late.Male.cases.diagnosed","Late.Female.cases.diagnosed","Total.deaths","Total.Male.deaths","Total.Female.deaths","Late.deaths","Late.Male.deaths","Late.Female.deaths","Base_Deaths","ICER","QALY_Gain","Additional_cost","Deaths_Averted","LYG","OverDiagnosis","OD_rate","FP_rate","LSA"
24,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,35,15,2,0,0,0,0,0,0,24,24,"Mild (20%)",10981919090.37,85636984.79,10971102373.08,10816717.29,507813029,31966,5926,8057,202953,83956,118997,995,0,995,103901,46103,57798,934,0,934,154381,65758,88623,75914,41135,34779,66228,36110,30118,76170,17264.3146424715,1958.8900000006,33818893.3100014,256,2736,65,6.53266331658291,25.2049052117875,225
25,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,1,20,2,0,0,0,0,0,0,24,25,"Mild (20%)",11096046154.94,85639492.19,11038571459.39,57474695.54,507816476,172363,35432,44757,203059,83956,119103,2360,0,2360,104237,46103,58134,2198,0,2198,154074,65758,88316,75616,41135,34481,65806,36110,29696,76170,33125.0227549661,4466.28999999166,147945957.880001,554,6183,171,7.24576271186441,25.9667097927049,532
26,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,5,20,2,0,0,0,0,0,0,24,26,"Mild (20%)",11095874896.28,85639492.19,11038478059.42,57396836.86,507816476,172109,35287,44692,203059,83956,119103,2360,0,2360,104237,46103,58134,2198,0,2198,154074,65758,88316,75616,41135,34481,65806,36110,29696,76170,33086.6780303736,4466.28999999166,147774699.220001,554,6183,171,7.24576271186441,25.9672649309449,532
27,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,10,20,2,0,0,0,0,0,0,24,27,"Mild (20%)",11092648143.31,85639473.8,11036777382.07,55870761.24,507816457,167327,33061,43461,203059,83956,119103,2352,0,2352,104237,46103,58134,2190,0,2190,154077,65758,88319,75617,41135,34482,65807,36110,29697,76170,32498.0206952248,4447.89999999106,144547946.25,553,6164,171,7.27040816326531,25.9736922313793,529
28,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,15,20,2,0,0,0,0,0,0,24,28,"Mild (20%)",11078077617.94,85639331.52,11028734320.74,49343297.21,507816235,147293,26979,38122,203058,83956,119102,2289,0,2289,104235,46103,58132,2127,0,2127,154095,65758,88337,75629,41135,34494,65824,36110,29714,76170,30187.8523604747,4305.61999998987,129977420.880001,541,5942,170,7.42682394058541,25.8817459078164,511
29,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,20,20,2,0,0,0,0,0,0,24,29,"Mild (20%)",11050242346.11,85638999.83,11012831114.86,37411231.25,507815732,111235,20551,28706,203052,83956,119096,2103,0,2103,104222,46103,58119,1954,0,1954,154130,65758,88372,75670,41135,34535,65879,36110,29769,76170,25703.0569361313,3973.92999999225,102142149.050001,500,5439,164,7.79838326200666,25.8066256124421,476
30,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,25,20,2,0,0,0,0,0,0,24,30,"Mild (20%)",11015886581.82,85638121.98,10992536581.54,23350000.28,507814484,69518,14335,17760,203022,83956,119066,1709,0,1709,104138,46103,58035,1590,0,1590,154255,65758,88497,75762,41135,34627,66014,36110,29904,76170,21894.2613756878,3096.07999999821,67786384.7600002,408,4191,134,7.84084259801053,25.5473402571996,351
31,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,30,20,2,0,0,0,0,0,0,24,31,"Mild (20%)",10994328231.76,85637416.65,10979370921.33,14957310.43,507813603,44575,8990,11344,202985,83956,119029,1257,0,1257,103992,46103,57889,1157,0,1157,154338,65758,88580,75853,41135,34718,66144,36110,30034,76170,19336.2060859566,2390.75,46228034.7000008,317,3310,97,7.71678599840891,25.4492428491307,268
32,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,35,20,2,0,0,0,0,0,0,24,32,"Mild (20%)",10984150663.29,85637052.14,10972489738.3,11660925,507813110,34622,6108,8756,202959,83956,119003,1036,0,1036,103916,46103,57813,971,0,971,154374,65758,88616,75906,41135,34771,66217,36110,30107,76170,17791.8046381953,2026.23999999464,36050466.2300014,264,2817,71,6.85328185328185,25.2902778580094,232
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,"Moderate (50%)",10649065795.68,85654872.56,10649065795.68,0,507841325,0,0,0,193289,75441,117848,0,0,0,98765,41775,56990,0,0,0,147195,59166,88029,72618,37983,34635,63385,33301,30084,72618,NA,0,0,0,0,0,NA,NA,0
1,1,60,80,1,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,"Moderate (50%)",11578505395.03,85686716.74,11163858301.73,414647093.3,507881391,1220291,247547,314730,194919,77071,117848,18810,18810,0,102702,45712,56990,17358,17358,0,139900,51871,88029,68766,34131,34635,56881,26797,30084,72618,29187.1104657186,31844.1799999923,929439599.35,3852,40066,1630,8.66560340244551,25.791389103091,7295
2,1,60,80,1,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,"Moderate (50%)",11578477785.97,85686716.74,11163843281.01,414634504.96,507881391,1220250,247520,314719,194919,77071,117848,18810,18810,0,102702,45712,56990,17358,17358,0,139900,51871,88029,68766,34131,34635,56881,26797,30084,72618,29186.2434608216,31844.1799999923,929411990.289999,3852,40066,1630,8.66560340244551,25.7913542306904,7295
3,1,60,80,1,10,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,"Moderate (50%)",11576806511.54,85686701.02,11162950849.58,413855661.96,507881369,1217793,246126,314047,194919,77071,117848,18807,18807,0,102702,45712,56990,17355,17355,0,139901,51872,88029,68768,34133,34635,56883,26799,30084,72618,29148.1496704582,31828.4599999934,927740715.860001,3850,40044,1630,8.66698569681502,25.7882086692894,7294
